Time,TimeStamp,ServiceName,SuccessRate(%),LatencyP50(s),LatencyP90(s),LatencyP95(s),LatencyP99(s)
2022-08-23 11:59:28.111401482 +0000 UTC m=+0.093837757,1661255968,Frontend,100,0.16428571428571428,0.7333333333333334,0.9666666666666668,2.149999999999999
2022-08-23 12:00:28.082552268 +0000 UTC m=+60.064988550,1661256028,Frontend,100,0.17727272727272728,0.8400000000000006,1.3500000000000005,2.269999999999999
2022-08-23 12:01:28.080072319 +0000 UTC m=+120.062508601,1661256088,Frontend,100,0.14921875,0.6843750000000006,0.8890625000000002,1.8450000000000022
2022-08-23 12:02:28.079552773 +0000 UTC m=+180.061989061,1661256148,Frontend,100,1.394736842105263,2.2789473684210524,2.389473684210526,2.477894736842105
2022-08-23 12:03:28.085742378 +0000 UTC m=+240.068178667,1661256208,Frontend,100,1.5491071428571426,2.4598214285714284,3.482142857142858,4.696428571428571
2022-08-23 12:04:28.075616907 +0000 UTC m=+300.058053213,1661256268,Frontend,100,1.5655737704918034,2.4311475409836065,3.1666666666666607,4.633333333333334
2022-08-23 12:05:28.076108083 +0000 UTC m=+360.058544365,1661256328,Frontend,100,1.975,4.794117647058824,15.200000000000003,27.04000000000001
2022-08-23 12:06:28.126515132 +0000 UTC m=+420.108951407,1661256388,Frontend,100,6.2,9.4,9.8,21.99999999999997
2022-08-23 12:07:28.088499498 +0000 UTC m=+480.070935774,1661256448,Frontend,100,0.1453125,0.4310000000000001,0.4955000000000001,0.8924999999999997
2022-08-23 12:08:28.095864225 +0000 UTC m=+540.078300527,1661256508,Frontend,100,0.14090909090909093,0.6470588235294125,0.8382352941176475,0.9911764705882363
2022-08-23 12:09:28.106369594 +0000 UTC m=+600.088805870,1661256568,Frontend,100,0.09772727272727272,0.3607142857142855,0.4749999999999994,0.9650000000000004
2022-08-23 12:10:28.086925025 +0000 UTC m=+660.069361301,1661256628,Frontend,89.25619834710744,0.14117647058823526,0.4062500000000001,0.47395833333333337,0.8375000000000018
2022-08-23 12:11:28.098914016 +0000 UTC m=+720.081350291,1661256688,Frontend,53.691275167785236,0.003,0.19195652173913066,0.24054347826086964,0.6274999999999964
2022-08-23 12:12:28.097639512 +0000 UTC m=+780.080075787,1661256748,Frontend,50.75757575757576,0.00266666666666667,0.2642857142857146,0.38214285714285695,0.4764285714285712
2022-08-23 12:13:28.093353984 +0000 UTC m=+840.075790259,1661256808,Frontend,65.71428571428571,0.012000000000000007,0.23451612903225796,0.4124999999999993,0.858
2022-08-23 12:14:28.098759933 +0000 UTC m=+900.081196244,1661256868,Frontend,100,0.16838235294117646,0.682142857142857,0.9124999999999996,2.0162499999999968
2022-08-23 12:15:28.094845981 +0000 UTC m=+960.077282257,1661256928,Frontend,100,0.10182926829268292,0.37499999999999983,0.4572368421052629,0.7916666666666645
2022-08-23 12:16:28.103378586 +0000 UTC m=+1020.085814879,1661256988,Frontend,100,0.0939814814814815,0.42678571428571427,0.6474999999999992,0.9295000000000004
2022-08-23 12:17:28.098744193 +0000 UTC m=+1080.081180476,1661257048,Frontend,100,0.1304054054054054,0.5899999999999999,0.8116666666666665,0.9889999999999999
2022-08-23 12:18:28.098537652 +0000 UTC m=+1140.080973927,1661257108,Frontend,100,0.13642857142857143,0.6874999999999997,0.8562499999999994,0.99125
2022-08-23 12:19:28.096058885 +0000 UTC m=+1200.078495161,1661257168,Frontend,100,1.0555555555555556,2.2111111111111112,2.3555555555555556,2.4711111111111115
2022-08-23 12:20:28.101916373 +0000 UTC m=+1260.084352664,1661257228,Frontend,100,1.2827868852459017,2.2565573770491802,2.3782786885245906,2.475655737704918
2022-08-23 12:21:28.102396651 +0000 UTC m=+1320.084832948,1661257288,Frontend,100,1.222222222222222,2.288888888888889,2.422222222222222,3.800000000000003
2022-08-23 12:22:28.103399064 +0000 UTC m=+1380.085835339,1661257348,Frontend,100,0.09555555555555556,0.32692307692307737,0.45192307692307715,0.8375000000000018
2022-08-23 12:23:28.111361676 +0000 UTC m=+1440.093797977,1661257408,Frontend,100,0.17767857142857144,0.8928571428571431,1.3281250000000009,2.2656249999999987
2022-08-23 12:24:28.105887935 +0000 UTC m=+1500.088324210,1661257468,Frontend,100,0.13125,0.435416666666667,0.6795454545454545,0.9359090909090915
2022-08-23 12:25:28.109875327 +0000 UTC m=+1560.092311614,1661257528,Frontend,100,0.11395348837209301,0.3941176470588233,0.4838235294117644,0.8779999999999997
2022-08-23 12:26:28.099607335 +0000 UTC m=+1620.082043610,1661257588,Frontend,100,0.09875,0.44166666666666654,0.799999999999999,2.0200000000000045
2022-08-23 12:27:28.10066784 +0000 UTC m=+1680.083104139,1661257648,Frontend,99.23664122137404,0.13,0.3500000000000001,0.4249999999999998,0.4849999999999999
