TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
08b8ffdb474cd74576498b9d20b3c169,7d369537f1261f4b,root,frontend-579b9bff58-t2dbm,hipstershop.Frontend/Recv.,1661269096617776240,1661269096898769144,280992
08b8ffdb474cd74576498b9d20b3c169,9946f202594a8660,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/GetSupportedCurrencies,1661269096617857260,1661269096622078910,4221
08b8ffdb474cd74576498b9d20b3c169,7693982e65e4c762,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.ProductCatalogService/ListProducts,1661269096622105042,1661269096628449344,6344
08b8ffdb474cd74576498b9d20b3c169,ff98bace4163dc6a,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CartService/GetCart,1661269096628481319,1661269096632638733,4157
08b8ffdb474cd74576498b9d20b3c169,6a3463f4aea739d9,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661269096632654463,1661269096683224603,50570
08b8ffdb474cd74576498b9d20b3c169,ae423fb26119f4fc,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661269096683270526,1661269096688473960,5203
08b8ffdb474cd74576498b9d20b3c169,0e62a6d9ac61d7f8,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661269096688486724,1661269096694064276,5577
08b8ffdb474cd74576498b9d20b3c169,b666699a21a9a69e,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661269096694076449,1661269096697638286,3561
08b8ffdb474cd74576498b9d20b3c169,dd6b5b571433bc9d,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661269096697666323,1661269096700713165,3046
08b8ffdb474cd74576498b9d20b3c169,594c2936806b74eb,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661269096700737756,1661269096703829871,3092
08b8ffdb474cd74576498b9d20b3c169,1266ad9c488299d2,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661269096703867165,1661269096789087701,85220
08b8ffdb474cd74576498b9d20b3c169,9d568d0fde6acdfc,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661269096789118681,1661269096795769545,6650
08b8ffdb474cd74576498b9d20b3c169,fe10a175dc64661f,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.CurrencyService/Convert,1661269096795786845,1661269096888853185,93066
08b8ffdb474cd74576498b9d20b3c169,b5ab0734998bb2ac,7d369537f1261f4b,frontend-579b9bff58-t2dbm,hipstershop.AdService/GetAds,1661269096888933936,1661269096898313102,9379
08b8ffdb474cd74576498b9d20b3c169,42d453fef0c47855,9946f202594a8660,currencyservice-cf787dd48-vpjrd,grpc.hipstershop.CurrencyService/GetSupportedCurrencies,1661269096620453632,1661269096620724736,271
08b8ffdb474cd74576498b9d20b3c169,31932b07a7c940cd,42d453fef0c47855,currencyservice-cf787dd48-vpjrd,hipstershop.CurrencyService/GetCurrencyData,1661269096620583680,1661269096621327872,744
08b8ffdb474cd74576498b9d20b3c169,815fb9ebeda5571e,7693982e65e4c762,productcatalogservice-668d5f85fb-jhwx9,hipstershop.ProductCatalogService/ListProducts,1661269096624499153,1661269096627454572,2955
08b8ffdb474cd74576498b9d20b3c169,e87f210822941e6c,815fb9ebeda5571e,productcatalogservice-668d5f85fb-jhwx9,hipstershop.ProductCatalogService/ParseCatalog,1661269096624556648,1661269096627424169,2867
08b8ffdb474cd74576498b9d20b3c169,5444f9f2ef82c9eb,e87f210822941e6c,productcatalogservice-668d5f85fb-jhwx9,hipstershop.ProductCatalogService/ReadCatalog,1661269096624570586,1661269096627403909,2833
08b8ffdb474cd74576498b9d20b3c169,da216218f4d28ba5,5444f9f2ef82c9eb,productcatalogservice-668d5f85fb-jhwx9,sql.conn.query,1661269096626507529,1661269096627079698,572
08b8ffdb474cd74576498b9d20b3c169,71d206bfdb0b2d9f,5444f9f2ef82c9eb,productcatalogservice-668d5f85fb-jhwx9,sql.rows,1661269096627076462,1661269096627327007,250
