TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
898fbabdd1894463575af052c4cd7982,233d5101e107e112,root,ts-gateway-service-6f6cfc45b-h5m2n,/*,1674982159219000000,1674982159247160439,28160
898fbabdd1894463575af052c4cd7982,f613c6a34f920926,233d5101e107e112,ts-gateway-service-6f6cfc45b-h5m2n,FilteringWebHandler.handle,1674982159219813595,1674982159246951110,27137
898fbabdd1894463575af052c4cd7982,5751c1b1c2d30a9a,233d5101e107e112,ts-gateway-service-6f6cfc45b-h5m2n,HTTP GET,1674982159221196428,1674982159247139419,25942
898fbabdd1894463575af052c4cd7982,2d1d6503278d9348,5751c1b1c2d30a9a,ts-execute-service-775f544d9-zqvjb,/api/v1/executeservice/execute/execute/{orderId},1674982159224000000,1674982159246632005,22632
898fbabdd1894463575af052c4cd7982,95feb0adb6fca2ad,2d1d6503278d9348,ts-execute-service-775f544d9-zqvjb,ExecuteControlller.executeTicket,1674982159225754108,1674982159245844975,20090
898fbabdd1894463575af052c4cd7982,2d9f6f3a26c67710,95feb0adb6fca2ad,ts-execute-service-775f544d9-zqvjb,HTTP GET,1674982159227022385,1674982159235134058,8111
898fbabdd1894463575af052c4cd7982,a5f8f719fe0e5224,95feb0adb6fca2ad,ts-execute-service-775f544d9-zqvjb,HTTP GET,1674982159236527459,1674982159244290017,7762
898fbabdd1894463575af052c4cd7982,b7d1e7c87ea0c135,2d9f6f3a26c67710,ts-order-service-5b67c48447-mv5hb,/api/v1/orderservice/order/{orderId},1674982159229000000,1674982159233891699,4891
898fbabdd1894463575af052c4cd7982,b6daf9665795c667,b7d1e7c87ea0c135,ts-order-service-5b67c48447-mv5hb,OrderController.getOrderById,1674982159229597365,1674982159233720683,4123
898fbabdd1894463575af052c4cd7982,3c8060e205984119,b6daf9665795c667,ts-order-service-5b67c48447-mv5hb,OrderRepository.findById,1674982159230064635,1674982159233136699,3072
898fbabdd1894463575af052c4cd7982,29c73d314a52abf8,3c8060e205984119,ts-order-service-5b67c48447-mv5hb,Session.find order.entity.Order,1674982159231468799,1674982159232152065,683
898fbabdd1894463575af052c4cd7982,730a5e4b0b99930f,3c8060e205984119,ts-order-service-5b67c48447-mv5hb,Transaction.commit,1674982159232166917,1674982159232815222,648
898fbabdd1894463575af052c4cd7982,c996cff207c989cf,29c73d314a52abf8,ts-order-service-5b67c48447-mv5hb,SELECT ts.orders,1674982159231561740,1674982159232122062,560
898fbabdd1894463575af052c4cd7982,64fbd1c41f96a292,a5f8f719fe0e5224,ts-order-other-service-6cdbf9b4cc-h7mqk,/api/v1/orderOtherService/orderOther/{orderId},1674982159239000000,1674982159243501465,4501
898fbabdd1894463575af052c4cd7982,3edc12395d071674,64fbd1c41f96a292,ts-order-other-service-6cdbf9b4cc-h7mqk,OrderOtherController.getOrderById,1674982159239670972,1674982159243268222,3597
898fbabdd1894463575af052c4cd7982,17d7d372635dc360,3edc12395d071674,ts-order-other-service-6cdbf9b4cc-h7mqk,OrderOtherRepository.findById,1674982159240116763,1674982159242797889,2681
898fbabdd1894463575af052c4cd7982,afcf070471860df5,17d7d372635dc360,ts-order-other-service-6cdbf9b4cc-h7mqk,Session.find other.entity.Order,1674982159241023056,1674982159241949717,926
898fbabdd1894463575af052c4cd7982,ffb739060f20d63b,17d7d372635dc360,ts-order-other-service-6cdbf9b4cc-h7mqk,Transaction.commit,1674982159241967797,1674982159242525394,557
898fbabdd1894463575af052c4cd7982,9034eace80f79186,afcf070471860df5,ts-order-other-service-6cdbf9b4cc-h7mqk,SELECT ts.orders_other,1674982159241259328,1674982159241759223,499
950a9e7e1989eda57078d48616555bc3,d2b35c77df491d10,root,ts-gateway-service-6f6cfc45b-h5m2n,/*,1674982177997000000,1674982178217402079,220402
950a9e7e1989eda57078d48616555bc3,d616d85482da0cbd,d2b35c77df491d10,ts-gateway-service-6f6cfc45b-h5m2n,FilteringWebHandler.handle,1674982177997742429,1674982178217168250,219425
950a9e7e1989eda57078d48616555bc3,cc5cab869288b05e,d2b35c77df491d10,ts-gateway-service-6f6cfc45b-h5m2n,HTTP POST,1674982177998876277,1674982178217381975,218505
950a9e7e1989eda57078d48616555bc3,41e6f132d779b676,cc5cab869288b05e,ts-preserve-service-b5ccf8557-j4txs,/api/v1/preserveservice/preserve,1674982178002000000,1674982178216177196,214177
950a9e7e1989eda57078d48616555bc3,a6bda80e0e127b53,41e6f132d779b676,ts-preserve-service-b5ccf8557-j4txs,PreserveController.preserve,1674982178004308349,1674982178211730460,207422
950a9e7e1989eda57078d48616555bc3,3acb0bfd18823d48,41e6f132d779b676,ts-preserve-service-b5ccf8557-j4txs,BasicErrorController.error,1674982178215278971,1674982178215906282,627
950a9e7e1989eda57078d48616555bc3,84c6956993090502,a6bda80e0e127b53,ts-preserve-service-b5ccf8557-j4txs,HTTP GET,1674982178005812712,1674982178038395497,32582
950a9e7e1989eda57078d48616555bc3,3a89cbe940197f94,a6bda80e0e127b53,ts-preserve-service-b5ccf8557-j4txs,HTTP GET,1674982178040002196,1674982178055139139,15136
950a9e7e1989eda57078d48616555bc3,8914ba7c1c86db6d,a6bda80e0e127b53,ts-preserve-service-b5ccf8557-j4txs,HTTP POST,1674982178056772791,1674982178168281327,111508
950a9e7e1989eda57078d48616555bc3,265846dfe722bce5,a6bda80e0e127b53,ts-preserve-service-b5ccf8557-j4txs,HTTP POST,1674982178169376518,1674982178210787775,41411
950a9e7e1989eda57078d48616555bc3,683e72e8fe99724f,84c6956993090502,ts-security-service-cb9788d56-mrzv2,/api/v1/securityservice/securityConfigs/{accountId},1674982178009000000,1674982178038990514,29990
950a9e7e1989eda57078d48616555bc3,f27a70f8f71b8587,683e72e8fe99724f,ts-security-service-cb9788d56-mrzv2,SecurityController.check,1674982178011273541,1674982178038131662,26858
950a9e7e1989eda57078d48616555bc3,d93d745ce48658b8,f27a70f8f71b8587,ts-security-service-cb9788d56-mrzv2,HTTP GET,1674982178012613255,1674982178022974632,10361
950a9e7e1989eda57078d48616555bc3,2baea06e69a8c2e5,f27a70f8f71b8587,ts-security-service-cb9788d56-mrzv2,HTTP GET,1674982178024148331,1674982178032568392,8420
950a9e7e1989eda57078d48616555bc3,d76e4df8deec1619,d93d745ce48658b8,ts-order-service-5b67c48447-mv5hb,/api/v1/orderservice/order/security/{checkDate}/{accountId},1674982178015000000,1674982178021489125,6489
950a9e7e1989eda57078d48616555bc3,eceb8fe336d7a0df,36523686149fb164,ts-order-service-5b67c48447-mv5hb,/api/v1/orderservice/order/tickets,1674982178110000000,1674982178129903498,19903
950a9e7e1989eda57078d48616555bc3,5bd7d56803b01d3f,70fb200e3435358b,ts-order-service-5b67c48447-mv5hb,/api/v1/orderservice/order/tickets,1674982178149000000,1674982178155069104,6069
950a9e7e1989eda57078d48616555bc3,62dc7376c548f040,d76e4df8deec1619,ts-order-service-5b67c48447-mv5hb,OrderController.securityInfoCheck,1674982178015595827,1674982178021292712,5696
950a9e7e1989eda57078d48616555bc3,cafcd8d5465dfb25,eceb8fe336d7a0df,ts-order-service-5b67c48447-mv5hb,OrderController.getTicketListByDateAndTripId,1674982178110470964,1674982178129574033,19103
950a9e7e1989eda57078d48616555bc3,5d4f18367c3208b8,5bd7d56803b01d3f,ts-order-service-5b67c48447-mv5hb,OrderController.getTicketListByDateAndTripId,1674982178149465706,1674982178154881798,5416
950a9e7e1989eda57078d48616555bc3,f5dd9e21a3e31da2,62dc7376c548f040,ts-order-service-5b67c48447-mv5hb,OrderRepository.findByAccountId,1674982178016138064,1674982178020509997,4371
950a9e7e1989eda57078d48616555bc3,9e75c23e49616844,cafcd8d5465dfb25,ts-order-service-5b67c48447-mv5hb,OrderRepository.findByTravelDateAndTrainNumber,1674982178111018186,1674982178115424756,4406
950a9e7e1989eda57078d48616555bc3,6a700198c53709e5,5d4f18367c3208b8,ts-order-service-5b67c48447-mv5hb,OrderRepository.findByTravelDateAndTrainNumber,1674982178149914217,1674982178154095562,4181
950a9e7e1989eda57078d48616555bc3,7fcb898025723985,f5dd9e21a3e31da2,ts-order-service-5b67c48447-mv5hb,SELECT Order,1674982178016228723,1674982178020489897,4261
950a9e7e1989eda57078d48616555bc3,c151fbc22c28ef59,9e75c23e49616844,ts-order-service-5b67c48447-mv5hb,SELECT Order,1674982178111106743,1674982178115405263,4298
950a9e7e1989eda57078d48616555bc3,b7b308da2dd15005,6a700198c53709e5,ts-order-service-5b67c48447-mv5hb,SELECT Order,1674982178149993826,1674982178154077387,4083
950a9e7e1989eda57078d48616555bc3,e1305a68d7768d14,7fcb898025723985,ts-order-service-5b67c48447-mv5hb,SELECT ts.orders,1674982178016315360,1674982178018918122,2602
950a9e7e1989eda57078d48616555bc3,8507274a5a9375ce,c151fbc22c28ef59,ts-order-service-5b67c48447-mv5hb,SELECT ts.orders,1674982178111196038,1674982178113689058,2493
950a9e7e1989eda57078d48616555bc3,6074ca625dc0f8f7,b7b308da2dd15005,ts-order-service-5b67c48447-mv5hb,SELECT ts.orders,1674982178150079739,1674982178152508986,2429
950a9e7e1989eda57078d48616555bc3,d7de464126edfc24,2baea06e69a8c2e5,ts-order-other-service-6cdbf9b4cc-h7mqk,/api/v1/orderOtherService/orderOther/security/{checkDate}/{accountId},1674982178026000000,1674982178031589619,5589
950a9e7e1989eda57078d48616555bc3,73d3388c0a6962dd,d7de464126edfc24,ts-order-other-service-6cdbf9b4cc-h7mqk,OrderOtherController.securityInfoCheck,1674982178026691778,1674982178031315182,4623
950a9e7e1989eda57078d48616555bc3,e26a4ef240311462,73d3388c0a6962dd,ts-order-other-service-6cdbf9b4cc-h7mqk,OrderOtherRepository.findByAccountId,1674982178027269736,1674982178030671484,3401
950a9e7e1989eda57078d48616555bc3,9c16f128ae888ab1,e26a4ef240311462,ts-order-other-service-6cdbf9b4cc-h7mqk,SELECT Order,1674982178027399477,1674982178030650590,3251
950a9e7e1989eda57078d48616555bc3,ba034d63385e7c29,9c16f128ae888ab1,ts-order-other-service-6cdbf9b4cc-h7mqk,SELECT ts.orders_other,1674982178028016135,1674982178029480338,1464
950a9e7e1989eda57078d48616555bc3,1ec0270ee74642ba,f27a70f8f71b8587,ts-security-service-cb9788d56-mrzv2,SecurityRepository.findByName,1674982178033155546,1674982178035783033,2627
950a9e7e1989eda57078d48616555bc3,a6727eb69438547e,f27a70f8f71b8587,ts-security-service-cb9788d56-mrzv2,SecurityRepository.findByName,1674982178035807609,1674982178037126941,1319
950a9e7e1989eda57078d48616555bc3,7121ab3c7c30ff30,1ec0270ee74642ba,ts-security-service-cb9788d56-mrzv2,SELECT SecurityConfig,1674982178033756530,1674982178035758526,2001
950a9e7e1989eda57078d48616555bc3,b02e47dca7e4e6c8,a6727eb69438547e,ts-security-service-cb9788d56-mrzv2,SELECT SecurityConfig,1674982178036161562,1674982178037085481,923
