TraceID,SpanID,ParentID,PodName,OperationName,StartTimeUnixNano,EndTimeUnixNano,Duration
8344c6bbb62a68a3eaebf0077ca7f7e5,38009907060427dd,root,ts-gateway-service-6f6cfc45b-d9pnv,/*,1675078742856000000,1675078742887497824,31497
8344c6bbb62a68a3eaebf0077ca7f7e5,b4b9bcdec2d5f4c6,38009907060427dd,ts-gateway-service-6f6cfc45b-d9pnv,FilteringWebHandler.handle,1675078742856873375,1675078742887268284,30394
8344c6bbb62a68a3eaebf0077ca7f7e5,6b3de5a982926bbc,38009907060427dd,ts-gateway-service-6f6cfc45b-d9pnv,HTTP GET,1675078742858217008,1675078742887476875,29259
8344c6bbb62a68a3eaebf0077ca7f7e5,02a432d3873bc41a,6b3de5a982926bbc,ts-execute-service-775f544d9-tmwcv,/api/v1/executeservice/execute/collected/{orderId},1675078742860000000,1675078742886721159,26721
8344c6bbb62a68a3eaebf0077ca7f7e5,20600694f99b182e,02a432d3873bc41a,ts-execute-service-775f544d9-tmwcv,ExecuteControlller.collectTicket,1675078742861246837,1675078742886250837,25004
8344c6bbb62a68a3eaebf0077ca7f7e5,5cfd8dca5e4ba1f5,20600694f99b182e,ts-execute-service-775f544d9-tmwcv,HTTP GET,1675078742862269164,1675078742869767734,7498
8344c6bbb62a68a3eaebf0077ca7f7e5,467e399bf89e31c4,20600694f99b182e,ts-execute-service-775f544d9-tmwcv,HTTP GET,1675078742870410361,1675078742877498007,7087
8344c6bbb62a68a3eaebf0077ca7f7e5,866386c6a39c0e39,20600694f99b182e,ts-execute-service-775f544d9-tmwcv,HTTP GET,1675078742878115936,1675078742885679997,7564
8344c6bbb62a68a3eaebf0077ca7f7e5,f5b975b070f3c61d,5cfd8dca5e4ba1f5,ts-order-service-5b67c48447-fj8b7,/api/v1/orderservice/order/{orderId},1675078742865000000,1675078742869390533,4390
8344c6bbb62a68a3eaebf0077ca7f7e5,30f86be2d83461ec,f5b975b070f3c61d,ts-order-service-5b67c48447-fj8b7,OrderController.getOrderById,1675078742865489795,1675078742869263695,3773
8344c6bbb62a68a3eaebf0077ca7f7e5,e23d8811faa11dab,30f86be2d83461ec,ts-order-service-5b67c48447-fj8b7,OrderRepository.findById,1675078742865960413,1675078742868846659,2886
8344c6bbb62a68a3eaebf0077ca7f7e5,5e18570b3f14bf54,e23d8811faa11dab,ts-order-service-5b67c48447-fj8b7,Session.find order.entity.Order,1675078742867250598,1675078742867895056,644
8344c6bbb62a68a3eaebf0077ca7f7e5,80370ea1ce4dc428,e23d8811faa11dab,ts-order-service-5b67c48447-fj8b7,Transaction.commit,1675078742867907592,1675078742868531160,623
8344c6bbb62a68a3eaebf0077ca7f7e5,4fec29475eecf68b,5e18570b3f14bf54,ts-order-service-5b67c48447-fj8b7,SELECT ts.orders,1675078742867338114,1675078742867866452,528
8344c6bbb62a68a3eaebf0077ca7f7e5,51200381883b2514,467e399bf89e31c4,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/{orderId},1675078742873000000,1675078742877698961,4698
8344c6bbb62a68a3eaebf0077ca7f7e5,a7b70a1833e94956,866386c6a39c0e39,ts-order-other-service-6cdbf9b4cc-swvb5,/api/v1/orderOtherService/orderOther/status/{orderId}/{status},1675078742879000000,1675078742885688435,6688
8344c6bbb62a68a3eaebf0077ca7f7e5,5c4eea48ad875cf2,51200381883b2514,ts-order-other-service-6cdbf9b4cc-swvb5,OrderOtherController.getOrderById,1675078742873729078,1675078742877509079,3780
