Timestamp,TimeUnixNano,Node,PodName,Container,TraceID,SpanID,Log
2023-01-29T10:20:25.03395051Z,1674987625033950510,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,e6198a72dae375faf6d9a9380f49dde5,f66f2261c26792a0,"{""log"":""18:20:24.993 ERROR o.a.c.c.C.[.[.[.[dispatcherServlet]#175 TraceID: e6198a72dae375faf6d9a9380f49dde5 SpanID: f66f2261c26792a0 Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.IllegalStateException: No instances available for ts-basic-service] with root cause\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:25.03395051Z""}"
2023-01-29T10:20:24.990469218Z,1674987624990469218,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,e6198a72dae375faf6d9a9380f49dde5,852785df2e2f94ce,"{""log"":""18:20:24.990 INFO  t.s.TravelServiceImpl#343 TraceID: e6198a72dae375faf6d9a9380f49dde5 SpanID: 852785df2e2f94ce [getTicketsByBatch][before get basic][trips: [Trip(id=015fd636-861e-4714-9347-2efbb1a98f37, tripId=G1234, trainTypeName=GaoTieOne, routeId=92708982-77af-4318-be25-57ccb0ff69ad, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 09:00:00, endTime=2013-05-04 15:51:52), Trip(id=38893061-3fd2-4ac4-bbc9-f0d727f83d6f, tripId=G1235, trainTypeName=GaoTieOne, routeId=aefcef3f-3f42-46e8-afd7-6cb2a928bd3d, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 12:00:00, endTime=2013-05-04 17:51:52), Trip(id=cfcf2553-3371-42c5-b583-a3c4bb8ef505, tripId=G1236, trainTypeName=GaoTieOne, routeId=a3f256c1-0e43-4f7d-9c21-121bf258101f, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 14:00:00, endTime=2013-05-04 20:51:52), Trip(id=a71c2e28-22c2-4b7f-90cf-715a7f4b35b4, tripId=G1237, trainTypeName=GaoTieTwo, routeId=084837bb-53c8-4438-87c8-0321a4d09917, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 08:00:00, endTime=2013-05-04 17:21:52), Trip(id=465eec52-1bc7-4d8b-8c38-e8f210bb3a77, tripId=D1345, trainTypeName=DongCheOne, routeId=f3d4d4ef-693b-4456-8eed-59c0d717dd08, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 07:00:00, endTime=2013-05-04 19:59:52)]]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:24.990469218Z""}"
2023-01-29T10:20:24.990280782Z,1674987624990280782,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,e6198a72dae375faf6d9a9380f49dde5,852785df2e2f94ce,"{""log"":""18:20:24.990 INFO  t.s.TravelServiceImpl#487 TraceID: e6198a72dae375faf6d9a9380f49dde5 SpanID: 852785df2e2f94ce [departrue date][y: 2023][m:0][d: 29]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:24.990280782Z""}"
2023-01-29T10:20:24.99015127Z,1674987624990151270,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,e6198a72dae375faf6d9a9380f49dde5,852785df2e2f94ce,"{""log"":""18:20:24.989 INFO  t.s.TravelServiceImpl#486 TraceID: e6198a72dae375faf6d9a9380f49dde5 SpanID: 852785df2e2f94ce [today date][y: 2023][m:0][d: 29]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:24.99015127Z""}"
2023-01-29T10:20:24.987369719Z,1674987624987369719,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,e6198a72dae375faf6d9a9380f49dde5,852785df2e2f94ce,"{""log"":""18:20:24.986 INFO  t.c.TravelController#122 TraceID: e6198a72dae375faf6d9a9380f49dde5 SpanID: 852785df2e2f94ce [query][Query TripResponse]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:24.987369719Z""}"
2023-01-29T10:20:13.980920057Z,1674987613980920057,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,dcdb11dcb7b145904ca2e086fa48fa3d,9fbb09ef560596d6,"{""log"":""18:20:13.980 ERROR o.a.c.c.C.[.[.[.[dispatcherServlet]#175 TraceID: dcdb11dcb7b145904ca2e086fa48fa3d SpanID: 9fbb09ef560596d6 Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.IllegalStateException: No instances available for ts-basic-service] with root cause\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:13.980920057Z""}"
2023-01-29T10:20:13.977358521Z,1674987613977358521,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,dcdb11dcb7b145904ca2e086fa48fa3d,9445514f5c765d8d,"{""log"":""18:20:13.977 INFO  t.s.TravelServiceImpl#343 TraceID: dcdb11dcb7b145904ca2e086fa48fa3d SpanID: 9445514f5c765d8d [getTicketsByBatch][before get basic][trips: [Trip(id=015fd636-861e-4714-9347-2efbb1a98f37, tripId=G1234, trainTypeName=GaoTieOne, routeId=92708982-77af-4318-be25-57ccb0ff69ad, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 09:00:00, endTime=2013-05-04 15:51:52), Trip(id=38893061-3fd2-4ac4-bbc9-f0d727f83d6f, tripId=G1235, trainTypeName=GaoTieOne, routeId=aefcef3f-3f42-46e8-afd7-6cb2a928bd3d, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 12:00:00, endTime=2013-05-04 17:51:52), Trip(id=cfcf2553-3371-42c5-b583-a3c4bb8ef505, tripId=G1236, trainTypeName=GaoTieOne, routeId=a3f256c1-0e43-4f7d-9c21-121bf258101f, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 14:00:00, endTime=2013-05-04 20:51:52), Trip(id=a71c2e28-22c2-4b7f-90cf-715a7f4b35b4, tripId=G1237, trainTypeName=GaoTieTwo, routeId=084837bb-53c8-4438-87c8-0321a4d09917, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 08:00:00, endTime=2013-05-04 17:21:52), Trip(id=465eec52-1bc7-4d8b-8c38-e8f210bb3a77, tripId=D1345, trainTypeName=DongCheOne, routeId=f3d4d4ef-693b-4456-8eed-59c0d717dd08, startStationName=shanghai, stationsName=suzhou, terminalStationName=taiyuan, startTime=2013-05-04 07:00:00, endTime=2013-05-04 19:59:52)]]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:13.977358521Z""}"
2023-01-29T10:20:13.977153213Z,1674987613977153213,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,dcdb11dcb7b145904ca2e086fa48fa3d,9445514f5c765d8d,"{""log"":""18:20:13.976 INFO  t.s.TravelServiceImpl#487 TraceID: dcdb11dcb7b145904ca2e086fa48fa3d SpanID: 9445514f5c765d8d [departrue date][y: 2023][m:0][d: 29]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:13.977153213Z""}"
2023-01-29T10:20:13.976996251Z,1674987613976996251,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,dcdb11dcb7b145904ca2e086fa48fa3d,9445514f5c765d8d,"{""log"":""18:20:13.976 INFO  t.s.TravelServiceImpl#486 TraceID: dcdb11dcb7b145904ca2e086fa48fa3d SpanID: 9445514f5c765d8d [today date][y: 2023][m:0][d: 29]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:13.976996251Z""}"
2023-01-29T10:20:13.974436932Z,1674987613974436932,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,dcdb11dcb7b145904ca2e086fa48fa3d,9445514f5c765d8d,"{""log"":""18:20:13.973 INFO  t.c.TravelController#122 TraceID: dcdb11dcb7b145904ca2e086fa48fa3d SpanID: 9445514f5c765d8d [query][Query TripResponse]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:13.974436932Z""}"
2023-01-29T10:20:49.004336719Z,1674987649004336719,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,19343bf0b20b693ae90e2adb5dda035b,b95a92b68e719cff,"{""log"":""18:20:49.004 INFO  t.s.TravelServiceImpl#451 TraceID: 19343bf0b20b693ae90e2adb5dda035b SpanID: b95a92b68e719cff [getTickets][Calculate distance][calculate time：0  time: Sat May 04 07:00:00 CST 2013]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:49.004336719Z""}"
2023-01-29T10:20:49.004172239Z,1674987649004172239,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,19343bf0b20b693ae90e2adb5dda035b,b95a92b68e719cff,"{""log"":""18:20:49.003 INFO  t.s.TravelServiceImpl#558 TraceID: 19343bf0b20b693ae90e2adb5dda035b SpanID: b95a92b68e719cff [getRestTicketNumber][Get Rest tickets num][num is: Response(status=1, msg=Get Left Ticket of Internal Success, data=1073741823)]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:49.004172239Z""}"
2023-01-29T10:20:48.988005036Z,1674987648988005036,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,19343bf0b20b693ae90e2adb5dda035b,b95a92b68e719cff,"{""log"":""18:20:48.987 INFO  t.s.TravelServiceImpl#548 TraceID: 19343bf0b20b693ae90e2adb5dda035b SpanID: b95a92b68e719cff [getRestTicketNumber][Seat request][request: Seat(travelDate=2023-01-29 15:38:06, trainNumber=D1345, startStation=shanghai, destStation=suzhou, seatType=3, totalNum=2147483647, stations=[shanghai, suzhou])]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:48.988005036Z""}"
2023-01-29T10:20:48.987878487Z,1674987648987878487,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,19343bf0b20b693ae90e2adb5dda035b,b95a92b68e719cff,"{""log"":""18:20:48.987 INFO  t.s.TravelServiceImpl#558 TraceID: 19343bf0b20b693ae90e2adb5dda035b SpanID: b95a92b68e719cff [getRestTicketNumber][Get Rest tickets num][num is: Response(status=1, msg=Get Left Ticket of Internal Success, data=1073741823)]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:48.987878487Z""}"
2023-01-29T10:20:48.96816744Z,1674987648968167440,33.33.33.116,ts-travel-service-64469b5b48-25zj6,server,19343bf0b20b693ae90e2adb5dda035b,b95a92b68e719cff,"{""log"":""18:20:48.967 INFO  t.s.TravelServiceImpl#548 TraceID: 19343bf0b20b693ae90e2adb5dda035b SpanID: b95a92b68e719cff [getRestTicketNumber][Seat request][request: Seat(travelDate=2023-01-29 15:38:06, trainNumber=D1345, startStation=shanghai, destStation=suzhou, seatType=2, totalNum=2147483647, stations=[shanghai, suzhou])]\n"",""stream"":""stdout"",""time"":""2023-01-29T10:20:48.96816744Z""}"
