Time,TimeStamp,ServiceName,SuccessRate(%),LatencyP50(s),LatencyP90(s),LatencyP95(s),LatencyP99(s)
2022-08-22 03:51:19.573905004 +0000 UTC m=+0.079858984,1661140279,Frontend,100,0.24062500000000003,1.1499999999999995,1.8249999999999984,2.365
2022-08-22 03:52:19.552651155 +0000 UTC m=+60.058605135,1661140339,Frontend,100,0.18500000000000003,0.8150000000000005,0.9825,2.1649999999999974
2022-08-22 03:53:19.559882404 +0000 UTC m=+120.065836385,1661140399,Frontend,100,0.14807692307692305,0.6852941176470589,0.8867647058823525,1.8149999999999995
2022-08-22 03:54:19.556139884 +0000 UTC m=+180.062093868,1661140459,Frontend,100,0.4698275862068965,2.09054054054054,2.31554054054054,2.4955405405405404
2022-08-22 03:55:19.564895634 +0000 UTC m=+240.070849624,1661140519,Frontend,100,1.375,2.3137096774193546,2.4310483870967743,3.787499999999996
2022-08-22 03:56:19.560670325 +0000 UTC m=+300.066624318,1661140579,Frontend,100,1.381578947368421,2.2973684210526315,2.4118421052631573,2.824999999999999
2022-08-22 03:57:19.552898907 +0000 UTC m=+360.058852887,1661140639,Frontend,100,1.8352272727272725,3.8499999999999996,4.424999999999998,4.885
2022-08-22 03:58:19.56019757 +0000 UTC m=+420.066151578,1661140699,Frontend,100,2.8,6.25,8.124999999999998,9.625
2022-08-22 03:59:19.575533434 +0000 UTC m=+480.081487415,1661140759,Frontend,100,9.75,25.857142857142854,27.928571428571427,29.585714285714282
2022-08-22 04:00:19.578191236 +0000 UTC m=+540.084145216,1661140819,Frontend,100,0.21923076923076923,6.611111111111109,8.305555555555554,9.661111111111111
2022-08-22 04:01:19.584228913 +0000 UTC m=+600.090182896,1661140879,Frontend,100,0.19183673469387758,0.7277777777777782,0.9194444444444445,1.9824999999999986
2022-08-22 04:02:19.576577994 +0000 UTC m=+660.082531975,1661140939,Frontend,100,0.16818181818181818,0.4833333333333333,0.7666666666666656,1.5699999999999992
2022-08-22 04:03:19.587955448 +0000 UTC m=+720.093909428,1661140999,Frontend,49.586776859504134,0.00045652173913043474,0.38499999999999945,0.6699999999999978,1.8700000000000006
2022-08-22 04:04:19.578086689 +0000 UTC m=+780.084040688,1661141059,Frontend,55.4140127388535,0.001999999999999973,0.4374999999999998,0.7656249999999983,1.918749999999997
2022-08-22 04:05:19.589721566 +0000 UTC m=+840.095675552,1661141119,Frontend,53.79310344827586,0.0031666666666666705,0.42708333333333365,0.7083333333333335,1.4125000000000005
2022-08-22 04:06:19.584545395 +0000 UTC m=+900.090499375,1661141179,Frontend,100,0.16999999999999998,0.590909090909091,0.8863636363636357,2.012500000000002
2022-08-22 04:07:19.587669994 +0000 UTC m=+960.093624029,1661141239,Frontend,100,0.1683333333333333,0.7033333333333331,0.918333333333333,2.0162499999999968
2022-08-22 04:08:19.577643876 +0000 UTC m=+1020.083597857,1661141299,Frontend,100,0.12699999999999997,0.47916666666666674,0.7749999999999996,1.5250000000000041
2022-08-22 04:09:19.591552622 +0000 UTC m=+1080.097506602,1661141359,Frontend,100,0.1668478260869565,0.6321428571428573,0.851785714285714,1.5774999999999884
2022-08-22 04:10:19.587825602 +0000 UTC m=+1140.093779612,1661141419,Frontend,100,0.17366071428571428,0.5852941176470595,0.7926470588235294,0.9585294117647062
2022-08-22 04:11:19.594487447 +0000 UTC m=+1200.100441427,1661141479,Frontend,100,0.9999999999999998,2.2222222222222223,2.3749999999999996,2.4972222222222222
2022-08-22 04:12:19.579137779 +0000 UTC m=+1260.085091759,1661141539,Frontend,100,1.2142857142857142,2.2428571428571433,2.3714285714285714,2.474285714285714
2022-08-22 04:13:19.579223983 +0000 UTC m=+1320.085177964,1661141599,Frontend,100,1.125,2.225,2.3625,2.4725
2022-08-22 04:14:19.584982196 +0000 UTC m=+1380.090936205,1661141659,Frontend,100,0.14955357142857142,0.3962500000000001,0.473125,0.8462499999999986
2022-08-22 04:15:19.580615764 +0000 UTC m=+1440.086569744,1661141719,Frontend,100,0.1642857142857143,0.666666666666667,0.8611111111111115,1.450000000000006
2022-08-22 04:16:19.578457008 +0000 UTC m=+1500.084411000,1661141779,Frontend,100,0.14305555555555555,0.5321428571428566,0.7660714285714277,0.9532142857142856
2022-08-22 04:17:19.577363709 +0000 UTC m=+1560.083317690,1661141839,Frontend,100,0.13970588235294118,0.3038461538461541,0.43076923076923074,0.7799999999999987
2022-08-22 04:18:19.590862228 +0000 UTC m=+1620.096816215,1661141899,Frontend,100,0.1375,0.414423076923077,0.47644230769230783,0.83875
2022-08-22 04:19:19.580768107 +0000 UTC m=+1680.086722090,1661141959,Frontend,95.71428571428571,0.15625,0.7083333333333331,0.8958333333333327,1.8249999999999986
2022-08-22 04:20:19.590538771 +0000 UTC m=+1740.096492762,1661142019,Frontend,97.74436090225565,0.14576271186440679,0.42857142857142855,0.5624999999999998,0.9124999999999996
2022-08-22 04:21:19.591627452 +0000 UTC m=+1800.097581433,1661142079,Frontend,94.48818897637796,0.13894230769230767,0.4013157894736844,0.4835526315789474,0.8749999999999993
2022-08-22 04:22:19.582335145 +0000 UTC m=+1860.088289125,1661142139,Frontend,100,0.16336206896551722,0.46300000000000013,0.6968749999999992,1.4724999999999995
2022-08-22 04:23:19.570500886 +0000 UTC m=+1920.076454866,1661142199,Frontend,100,0.17187500000000006,0.5000000000000017,0.9062500000000004,2.1100000000000034
2022-08-22 04:24:19.591444489 +0000 UTC m=+1980.097398469,1661142259,Frontend,100,0.16063829787234044,0.475,0.6949999999999995,0.9789999999999998
2022-08-22 04:25:19.593963049 +0000 UTC m=+2040.099917030,1661142319,Frontend,100,0.15040983606557376,0.42763157894736836,0.5781249999999991,0.9156249999999998
2022-08-22 04:26:19.596183997 +0000 UTC m=+2100.102137986,1661142379,Frontend,100,0.18169642857142856,0.46590909090909083,0.6249999999999989,0.9250000000000002
2022-08-22 04:27:19.592563385 +0000 UTC m=+2160.098517364,1661142439,Frontend,100,0.17682926829268292,0.8266666666666663,1.192857142857139,2.2385714285714284
2022-08-22 04:28:19.590908093 +0000 UTC m=+2220.096862081,1661142499,Frontend,100,0.39185393258426965,0.725,0.8625,0.9725
2022-08-22 04:29:19.600934372 +0000 UTC m=+2280.106888352,1661142559,Frontend,100,0.4111842105263157,0.873076923076923,0.9846153846153846,2.1519999999999984
2022-08-22 04:30:19.603298492 +0000 UTC m=+2340.109252491,1661142619,Frontend,100,0.3847222222222223,0.6656250000000005,0.8484375000000004,0.9946875000000006
2022-08-22 04:31:19.59810112 +0000 UTC m=+2400.104055100,1661142679,Frontend,100,0.16545454545454544,0.45199999999999996,0.6142857142857131,0.9800000000000003
2022-08-22 04:32:19.604796105 +0000 UTC m=+2460.110750086,1661142739,Frontend,100,0.17783018867924527,0.7088235294117645,0.9132352941176467,1.9787500000000005
2022-08-22 04:33:19.604938458 +0000 UTC m=+2520.110892485,1661142799,Frontend,100,0.17670454545454545,0.47890625,0.6824999999999998,0.9364999999999998
2022-08-22 04:34:19.598239811 +0000 UTC m=+2580.104193792,1661142859,Frontend,100,0.15147058823529413,0.6350000000000005,0.9675000000000002,2.1675
