Time,TimeStamp,PodName,CpuUsage(m),CpuUsageRate(%),MemoryUsage(Mi),MemoryUsageRate(%),SyscallRead,SyscallWrite,NetworkReceiveBytes,NetworkTransmitBytes,PodClientLatencyP90(s),PodServerLatencyP90(s),PodClientLatencyP95(s),PodServerLatencyP95(s),PodClientLatencyP99(s),PodServerLatencyP99(s),PodWorkload(Ops),PodSuccessRate(%),NodeCpuUsageRate(%),NodeMemoryUsageRate(%),NodeNetworkReceiveBytes
2023-01-29 08:41:10.075138822 +0000 UTC m=+1.151300685,1674981670,ts-news-service-7d4f5b99fd-ktwc6,0.02670732499999995,0.00534146499999999,1.453125,0.07265625,0,0,554.9511433464289,4913.669789463081,0,0,0,0,0,0,0,0,12.677050882445007,34.13775817002233,29656.033333333333
2023-01-29 08:42:09.704631199 +0000 UTC m=+60.780793059,1674981729,ts-news-service-7d4f5b99fd-ktwc6,0.03271524546380705,0.00654304909276141,1.453125,0.07265625,0,0,418.2248815756669,3108.7010720518574,0,0,0,0,0,0,0,0,12.721684595220895,34.1151200758181,21352.233333333334
2023-01-29 08:43:10.384869399 +0000 UTC m=+121.461031260,1674981790,ts-news-service-7d4f5b99fd-ktwc6,0.0312480243161095,0.0062496048632219,1.453125,0.07265625,0,0,482.809661575725,3388.9524322142233,0,0,0,0,0,0,0,0,12.90884941067575,34.08228508142274,57344.566666666666
2023-01-29 08:44:09.689897338 +0000 UTC m=+180.766059199,1674981849,ts-news-service-7d4f5b99fd-ktwc6,0.029333117157761015,0.0058666234315522025,1.453125,0.07265625,0,0,429.4675721914044,2685.3128726217014,0,0,0,0,0,0,0,0,19.78462309043255,41.06103869333311,5059691.3
2023-01-29 08:45:10.155662437 +0000 UTC m=+241.231824297,1674981910,ts-news-service-7d4f5b99fd-ktwc6,0.02606462499999962,0.005212924999999924,1.453125,0.07265625,0,0,534.2129629629629,4538.61111111111,0,0,0,0,0,0,0,0,13.05864761576192,41.15693346522625,53869
2023-01-29 08:46:09.745434158 +0000 UTC m=+300.821596019,1674981969,ts-news-service-7d4f5b99fd-ktwc6,0.028570589475586945,0.0057141178951173885,1.453125,0.07265625,0,0,432.64575180738876,3999.867347615573,0,0,0,0,0,0,0,0,30.885447353093575,41.17408279736588,12620825.9
2023-01-29 08:47:09.731090278 +0000 UTC m=+360.807252138,1674982029,ts-news-service-7d4f5b99fd-ktwc6,0.01720825000000037,0.003441650000000074,1.453125,0.07265625,0,0,555.5967579594216,5145.997775070192,0,0,0,0,0,0,0,0,12.639667705273894,41.291883828521314,27675.533333333333
2023-01-29 08:48:10.101190937 +0000 UTC m=+421.177352797,1674982090,ts-news-service-7d4f5b99fd-ktwc6,0.0256721599005094,0.005134302761614669,1.453125,0.07265625,0,0,504.75630087280575,4769.049720506032,0,0,0,0,0,0,0,0,19.130579752185938,41.26446441269636,4120208.7666666666
2023-01-29 08:49:09.659759341 +0000 UTC m=+480.735921202,1674982149,ts-news-service-7d4f5b99fd-ktwc6,0.03142203000948396,0.006284249139784959,1.453125,0.07265625,0,0,472.5003851486674,3816.361115390541,0,0,0,0,0,0,0,0,12.982863781447628,41.299055810952396,37142.5
2023-01-29 08:50:10.291020811 +0000 UTC m=+541.367182672,1674982210,ts-news-service-7d4f5b99fd-ktwc6,0.022435990745796212,0.004486883221227379,1.453125,0.07265625,0,0,422.8691800799395,2750.243059306471,0,0,0,0,0,0,0,0,13.038242743955141,41.33132973189227,55401.1
2023-01-29 08:51:09.754432175 +0000 UTC m=+600.830594035,1674982269,ts-news-service-7d4f5b99fd-ktwc6,0.03765790028234011,0.007531410018425047,1.453125,0.07265625,0,0,522.3867083163566,4473.674679704831,0,0,0,0,0,0,0,0,22.38568920862155,41.29310355342456,6099915.466666667
2023-01-29 08:52:10.156405418 +0000 UTC m=+661.232567279,1674982330,ts-news-service-7d4f5b99fd-ktwc6,0.015385676080972658,0.0030770637417601825,1.453125,0.07265625,0,0,478.82007549280024,3491.7167621976796,0,0,0,0,0,0,0,0,12.97380329632073,41.26844071588094,48609.3
